"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","att_1","att_2","comp_0","pref_you","pref_you_explain","purchase_you_5","comp_2","comp_3","safety_you_1","safety_AV_1_1","trust_you_1","trust_AV_1_1","identity_you_1","skills_you_1","control_you_1","pref_others","pref_others_explain","purchase_others_5","safety_others_1","safety_AV_2_1","trust_others_1","trust_AV_2_1","identity_others_1","skills_others_1","control_others_1","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","license","dr_history_1","ai_knowledge_1","workerID","hitID","assignmentID","FL_8_DO","av_you_DO","mediators_you_DO","av_others_DO","mediators_others_DO"
"10/9/23 13:40","10/9/23 13:46",0,134,100,323,1,"10/9/23 13:46","R_3CBKgHhL4VKiyaw",NA,NA,NA,NA,134,134,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,3,"I don't fully trust autonomous vehicles yet despite claims that they're much safer compared to vehicles with human drivers.",60,25,60,40,50,50,50,50,1,"",2,"",37,4,"",1,15,60,134,134,134,"FL_53","","","scale_others|safety_AV_2|safety_others|trust_others|trust_AV_2","agree2|control_others|identity_others|skills_others"
"10/9/23 13:41","10/9/23 13:46",0,135,100,310,1,"10/9/23 13:46","R_01bF7clD6oM4g1z",NA,NA,NA,NA,135,135,"anonymous","EN",1,4,1,2,4,"It allows me to have some control while utilizing the vehicle for the harder parts",4,2,4,50,25,84,21,85,81,82,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,"",1,"",45,4,"",1,27,0,135,135,135,"FL_51","scale_you|safety_you|trust_you|trust_AV_1|safety_AV_1","agree|skills_you|control_you|identity_you","",""
"10/9/23 13:43","10/9/23 13:46",0,136,100,155,1,"10/9/23 13:46","R_2wFbzyM3jGCRtL4",NA,NA,NA,NA,136,136,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,6,"The algorithm will have less ""human error""",73,56,94,95,97,50,97,70,1,"",3,"",30,5,"",1,14,50,136,136,136,"FL_53","","","scale_others|trust_others|trust_AV_2|safety_others|safety_AV_2","agree2|skills_others|control_others|identity_others"
"10/9/23 13:41","10/9/23 13:46",0,137,100,312,1,"10/9/23 13:46","R_32XAosDVtJBNloa",NA,NA,NA,NA,137,137,"anonymous","EN",1,4,1,1,1,"do not trust auot driving AI junk!",0,2,4,50,0,87,0,0,86,100,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",3,"",64,1,"",1,48,66,137,137,137,"FL_51","scale_you|trust_AV_1|safety_you|trust_you|safety_AV_1","agree|control_you|identity_you|skills_you","",""
"10/9/23 13:41","10/9/23 13:46",0,138,100,285,1,"10/9/23 13:46","R_1fiIqhvD7OlrqsA",NA,NA,NA,NA,138,138,"anonymous","EN",1,4,1,1,5,"I embrace technology but I love driving my cars. ",56,2,4,81,75,74,56,100,75,100,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",1,"",25,4,"",1,7,34,138,138,138,"FL_51","scale_you|trust_you|safety_you|safety_AV_1|trust_AV_1","agree|control_you|skills_you|identity_you","",""
"10/9/23 13:41","10/9/23 13:46",0,139,100,285,1,"10/9/23 13:46","R_1EYEEl41QpWUS7i",NA,NA,NA,NA,139,139,"anonymous","EN",1,4,1,1,4,"Balancing is good enough",81,1,4,48,74,61,69,71,74,57,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",3,"",29,5,"",1,6,70,139,139,139,"FL_51","scale_you|trust_you|safety_you|safety_AV_1|trust_AV_1","agree|identity_you|control_you|skills_you","",""
"10/9/23 13:43","10/9/23 13:46",0,140,100,221,1,"10/9/23 13:46","R_2tfm5F9KaahWLqY",NA,NA,NA,NA,140,140,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,6,"It would require the least effort to get any place.",100,60,30,80,15,50,100,100,2,"",3,"",25,3,"",1,7,65,140,140,140,"FL_53","","","scale_others|trust_others|safety_AV_2|trust_AV_2|safety_others","agree2|skills_others|control_others|identity_others"
"10/9/23 13:42","10/9/23 13:46",0,141,100,258,1,"10/9/23 13:46","R_2dnI6i1buNCn2Js",NA,NA,NA,NA,141,141,"anonymous","EN",1,4,1,1,5,"It may reduce accidents  caused ny human error.",80,2,4,50,86,62,68,89,74,76,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",3,"",31,4,"",1,7,73,141,141,141,"FL_51","scale_you|safety_you|trust_AV_1|trust_you|safety_AV_1","agree|skills_you|identity_you|control_you","",""
"10/9/23 13:42","10/9/23 13:47",0,142,100,279,1,"10/9/23 13:47","R_cTNsXQITqEu9iHT",NA,NA,NA,NA,142,142,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,5,"I think it would be safer to have augmented driving.",40,75,65,75,60,80,95,95,1,"",3,"",39,4,"",1,21,70,142,142,142,"FL_53","","","scale_others|trust_others|trust_AV_2|safety_AV_2|safety_others","agree2|identity_others|control_others|skills_others"
"10/9/23 13:41","10/9/23 13:47",0,143,100,317,1,"10/9/23 13:47","R_1FqUKk8ZlwihOsC",NA,NA,NA,NA,143,143,"anonymous","EN",1,4,1,1,NA,"",NA,1,4,NA,NA,NA,NA,NA,NA,NA,2,"I do not trust the that the machine would work as intended all the time,  i feel like if it ever malfunctions that it could be very dangerous.",18,71,61,65,55,73,61,56,1,"",3,"",44,1,"",1,24,40,143,143,143,"FL_53","","","scale_others|safety_others|safety_AV_2|trust_AV_2|trust_others","agree2|control_others|skills_others|identity_others"
"10/9/23 13:41","10/9/23 13:47",0,144,100,373,1,"10/9/23 13:47","R_2cvLhNs9q19lTUc",NA,NA,NA,NA,144,144,"anonymous","EN",1,4,1,1,NA,"",NA,1,4,NA,NA,NA,NA,NA,NA,NA,4,"Share the work with otters is good.",91,28,100,80,88,81,93,30,1,"",3,"",56,5,"",1,35,40,144,144,144,"FL_53","","","scale_others|trust_AV_2|safety_AV_2|trust_others|safety_others","agree2|control_others|identity_others|skills_others"
"10/9/23 13:43","10/9/23 13:47",0,145,100,238,1,"10/9/23 13:47","R_qw0I69SFOhuGvn3",NA,NA,NA,NA,145,145,"anonymous","EN",1,4,1,1,1,"I still feel that a human is safer than a self driving vehicle.",0,2,4,100,50,100,0,50,100,100,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,"",3,"",41,4,"",1,22,26,145,145,145,"FL_51","scale_you|safety_you|trust_AV_1|safety_AV_1|trust_you","agree|control_you|identity_you|skills_you","",""
"10/9/23 13:42","10/9/23 13:47",0,146,100,269,1,"10/9/23 13:47","R_3PpfkVzWtcLOpJw",NA,NA,NA,NA,146,146,"anonymous","EN",1,4,1,1,1,"I do not trust to have a machine drive me.",0,2,4,97,50,97,1,55,97,97,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,"",3,"",51,3,"",1,34,32,146,146,146,"FL_51","scale_you|safety_you|trust_you|trust_AV_1|safety_AV_1","agree|identity_you|skills_you|control_you","",""
"10/9/23 13:44","10/9/23 13:47",0,147,100,190,1,"10/9/23 13:47","R_3j65KcRWdQIXNCb",NA,NA,NA,NA,147,147,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,4,"I think the objective awareness of the vehicle is good but don’t know if I trust it to fill take over",50,34,65,76,60,68,84,62,1,"",3,"",37,4,"",1,19,24,147,147,147,"FL_53","","","scale_others|trust_others|trust_AV_2|safety_AV_2|safety_others","agree2|skills_others|identity_others|control_others"
"10/9/23 13:41","10/9/23 13:47",0,148,100,358,1,"10/9/23 13:47","R_3GvKzEB4DrkqxNm",NA,NA,NA,NA,148,148,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,5,"Machines are more accurate than humans.",93,19,59,34,59,52,100,50,1,"",3,"",30,4,"",1,15,92,148,148,148,"FL_53","","","scale_others|safety_AV_2|trust_AV_2|safety_others|trust_others","agree2|identity_others|control_others|skills_others"
"10/9/23 13:42","10/9/23 13:47",0,149,100,287,1,"10/9/23 13:47","R_vCVgukZaUYVoNH3",NA,NA,NA,NA,149,149,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,2,"the other levels have too many variables for me to feel comfortable relying on a self driven car",4,61,47,76,60,60,76,73,2,"",1,"",54,3,"",1,40,71,149,149,149,"FL_53","","","scale_others|safety_AV_2|safety_others|trust_others|trust_AV_2","agree2|identity_others|control_others|skills_others"
"10/9/23 13:42","10/9/23 13:47",0,150,100,283,1,"10/9/23 13:47","R_3kAny4WCYo5fPNV",NA,NA,NA,NA,150,150,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,3,"I really do not have a preference; they are all beneficial in my opinion so it is up to the consumers, I chose the middle one for this reason.",50,50,75,50,75,90,90,70,1,"",3,"",23,3,"",1,5,80,150,150,150,"FL_53","","","scale_others|trust_AV_2|safety_others|trust_others|safety_AV_2","agree2|control_others|identity_others|skills_others"
"10/9/23 13:44","10/9/23 13:47",0,151,100,204,1,"10/9/23 13:47","R_3IWD0S62WmOG8CW",NA,NA,NA,NA,151,151,"anonymous","EN",1,4,1,1,1,"I do not trust self driving cars i want to be in control",0,2,4,89,0,100,0,71,96,100,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,"",3,"",56,1,"",1,38,38,151,151,151,"FL_51","scale_you|trust_you|safety_you|safety_AV_1|trust_AV_1","agree|control_you|identity_you|skills_you","",""
"10/9/23 13:43","10/9/23 13:47",0,152,100,257,1,"10/9/23 13:47","R_CgBHWfiioE9YRB7",NA,NA,NA,NA,152,152,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,1,"I don't trust AI cars and if everyone buys them they will be difficult for me to avoid.",0,75,50,75,45,50,85,80,1,"",3,"",32,3,"",1,16,24,152,152,152,"FL_53","","","scale_others|trust_others|safety_AV_2|safety_others|trust_AV_2","agree2|skills_others|control_others|identity_others"
"10/9/23 13:45","10/9/23 13:47",0,153,100,162,1,"10/9/23 13:47","R_3m8DrnNu1MnTwcy",NA,NA,NA,NA,153,153,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,2,"I don't have a lot of faith in these types of technological solutions to the messy problem of driving in different environments.",9,79,72,69,36,61,58,72,1,"",3,"",37,4,"",1,20,77,153,153,153,"FL_53","","","scale_others|safety_AV_2|trust_AV_2|trust_others|safety_others","agree2|skills_others|control_others|identity_others"
"10/9/23 13:42","10/9/23 13:47",0,154,100,334,1,"10/9/23 13:47","R_2QxOrxtqANW0Cim",NA,NA,NA,NA,154,154,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,2,"I think humans can benefit with some help from ai but humans should do most of the driving. ",2,71,53,70,56,50,83,89,2,"",1,"",53,4,"",2,3,40,154,154,154,"FL_53","","","scale_others|safety_AV_2|safety_others|trust_others|trust_AV_2","agree2|control_others|identity_others|skills_others"
"10/9/23 13:45","10/9/23 13:47",0,155,100,156,1,"10/9/23 13:47","R_2BlYJbS6vIavZ7c",NA,NA,NA,NA,155,155,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,4,"safe while also having control",50,50,50,50,50,50,50,50,2,"",3,"",35,1,"",1,19,24,155,155,155,"FL_53","","","scale_others|trust_AV_2|safety_AV_2|trust_others|safety_others","agree2|skills_others|control_others|identity_others"
"10/9/23 13:43","10/9/23 13:48",0,156,100,291,1,"10/9/23 13:48","R_3KMXL36gnL2vRJ2",NA,NA,NA,NA,156,156,"anonymous","EN",1,4,2,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,1,"Don't trust self driving cars",0,72,49,82,11,100,100,100,2,"",4,"",40,1,"",1,25,72,156,156,156,"FL_53","","","scale_others|trust_AV_2|safety_AV_2|trust_others|safety_others","agree2|skills_others|control_others|identity_others"
"10/9/23 13:41","10/9/23 13:48",0,157,100,403,1,"10/9/23 13:48","R_1MTXMLja0rJNmhz",NA,NA,NA,NA,157,157,"anonymous","EN",1,4,1,1,NA,"",NA,1,4,NA,NA,NA,NA,NA,NA,NA,5,"I think people should have some control over the vehicles.",70,90,90,80,80,70,80,70,2,"",3,"",58,4,"",1,20,80,157,157,157,"FL_53","","","scale_others|safety_others|trust_AV_2|trust_others|safety_AV_2","agree2|skills_others|identity_others|control_others"
"10/9/23 13:44","10/9/23 13:48",0,158,100,233,1,"10/9/23 13:48","R_2COJ5X3J44nEOh8",NA,NA,NA,NA,158,158,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,5,"Lets just remove as much as the human as we can but still let them do a little function.",70,30,82,38,76,50,84,25,2,"",3,"",30,3,"",1,13,32,158,158,158,"FL_53","","","scale_others|trust_AV_2|trust_others|safety_others|safety_AV_2","agree2|skills_others|control_others|identity_others"
"10/9/23 13:43","10/9/23 13:48",0,159,100,262,1,"10/9/23 13:48","R_1Cm8fTv75gnQPZl",NA,NA,NA,NA,159,159,"anonymous","EN",1,4,1,2,5,"Based on the content",65,2,1,74,57,55,65,58,75,68,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",3,"",42,5,"",1,63,76,159,159,159,"FL_51","scale_you|trust_AV_1|trust_you|safety_you|safety_AV_1","agree|control_you|identity_you|skills_you","",""
"10/9/23 13:42","10/9/23 13:48",0,160,100,380,1,"10/9/23 13:48","R_3suBZzMDSBrRAAs",NA,NA,NA,NA,160,160,"anonymous","EN",1,4,1,1,1,"I don't feel so sure that self-driving vehicles will actually be safer than manually driven ones.",0,2,4,50,10,100,10,50,100,100,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",3,"",31,1,"",2,0,5,160,160,160,"FL_51","scale_you|safety_AV_1|safety_you|trust_AV_1|trust_you","agree|skills_you|identity_you|control_you","",""
"10/9/23 13:42","10/9/23 13:48",0,161,100,336,1,"10/9/23 13:48","R_2cj6U8wLbgbwrOa",NA,NA,NA,NA,161,161,"anonymous","EN",1,4,1,1,3,"It's too new to be reliable.",0,2,4,75,10,80,10,70,100,70,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,"",3,"",54,4,"",1,30,30,161,161,161,"FL_51","scale_you|safety_AV_1|trust_you|trust_AV_1|safety_you","agree|skills_you|identity_you|control_you","",""
"10/9/23 13:43","10/9/23 13:48",0,162,100,286,1,"10/9/23 13:48","R_2q2XTkhJqV09tfu",NA,NA,NA,NA,162,162,"anonymous","EN",1,4,1,1,5,"I would like to have assistance for much of the driving needs, however, I would like to still have the option to take over the car when needed. ",71,2,4,82,80,72,85,28,100,71,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,"",3,"",27,4,"",1,13,53,162,162,162,"FL_51","scale_you|safety_you|trust_AV_1|safety_AV_1|trust_you","agree|skills_you|identity_you|control_you","",""
"10/9/23 13:46","10/9/23 13:48",0,163,100,150,1,"10/9/23 13:48","R_1LLp1ZL6hyUYvqy",NA,NA,NA,NA,163,163,"anonymous","EN",1,4,1,1,5,"I prefer that there be a choice for the human to take over driving in case of a serious incident, but for the most part I would rely on the AI to drive.",74,2,4,95,81,93,82,59,84,93,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,"",3,"",48,1,"",1,31,64,163,163,163,"FL_51","scale_you|trust_AV_1|trust_you|safety_you|safety_AV_1","agree|control_you|identity_you|skills_you","",""
"10/9/23 13:43","10/9/23 13:48",0,164,100,334,1,"10/9/23 13:48","R_VQo7s9rkQf9PpoR",NA,NA,NA,NA,164,164,"anonymous","EN",1,4,1,1,4,"If we are talking about the level of automated self driving systems today and the technology we have today, I would choose the 4th one because half is being done by the driver and half by the car. In the future, when the technology is better, I would choose a higher level. ",70,2,4,76,50,75,50,71,83,75,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,"",3,"",39,4,"",1,24,33,164,164,164,"FL_51","scale_you|trust_AV_1|safety_you|trust_you|safety_AV_1","agree|identity_you|control_you|skills_you","",""
"10/9/23 13:43","10/9/23 13:48",0,165,100,310,1,"10/9/23 13:48","R_2e2JqX8tXmIIoOt",NA,NA,NA,NA,165,165,"anonymous","EN",1,4,1,1,6,"I want to be safe on the roads and the driving system is safer.",100,2,4,50,91,50,91,18,99,19,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,"",3,"",52,3,"",1,32,8,165,165,165,"FL_51","scale_you|safety_you|safety_AV_1|trust_you|trust_AV_1","agree|skills_you|control_you|identity_you","",""
"10/9/23 13:41","10/9/23 13:48",0,166,100,404,1,"10/9/23 13:48","R_PXqFHHh3xBnz2sV",NA,NA,NA,NA,166,166,"anonymous","EN",1,1,2,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,166,166,166,"","","","",""
"10/9/23 13:46","10/9/23 13:48",0,167,100,167,1,"10/9/23 13:48","R_1OquYz3bOb5HOwU",NA,NA,NA,NA,167,167,"anonymous","EN",1,4,1,1,4,"I like having some control ",80,2,4,72,82,71,71,69,50,65,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",3,"",39,7,"",1,22,63,167,167,167,"FL_51","scale_you|safety_AV_1|safety_you|trust_you|trust_AV_1","agree|control_you|skills_you|identity_you","",""
"10/9/23 13:41","10/9/23 13:48",0,168,100,466,1,"10/9/23 13:48","R_1n1RABx0f039eDD",NA,NA,NA,NA,168,168,"anonymous","EN",1,4,1,2,NA,"",NA,1,4,NA,NA,NA,NA,NA,NA,NA,5,"i think more important one driving system so it[s right way.",92,99,87,87,94,91,96,90,2,"",3,"",41,4,"",1,12,91,168,168,168,"FL_53","","","scale_others|safety_AV_2|trust_AV_2|trust_others|safety_others","agree2|control_others|skills_others|identity_others"
"10/9/23 13:42","10/9/23 13:48",0,169,100,374,1,"10/9/23 13:48","R_1P1NsAI4L02jPqy",NA,NA,NA,NA,169,169,"anonymous","EN",1,4,1,1,1,"I don't trust automated vehicles and I believe I can make better driving decisions.",0,2,4,80,50,90,30,0,30,90,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",2,"",44,4,"",1,21,10,169,169,169,"FL_51","scale_you|safety_AV_1|safety_you|trust_you|trust_AV_1","agree|control_you|skills_you|identity_you","",""
"10/9/23 13:43","10/9/23 13:48",0,170,100,330,1,"10/9/23 13:48","R_UEHOmWfAx3a1WO5",NA,NA,NA,NA,170,170,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,6,"Assuming automated driving systems are consistently safer than human drivers under all conditions, it makes sense to remove as much of the human element from the process as possible, which level 6 does.",80,60,80,70,70,35,50,65,1,"",3,"",32,1,"",1,16,50,170,170,170,"FL_53","","","scale_others|safety_AV_2|trust_AV_2|trust_others|safety_others","agree2|identity_others|skills_others|control_others"
"10/9/23 13:46","10/9/23 13:49",0,171,100,168,1,"10/9/23 13:49","R_6y8Q6b8xHyR7f8Z",NA,NA,NA,NA,171,171,"anonymous","EN",1,4,1,1,1,"I think the roads should be all human or all driving systems. As long as it is predominantly human drivers, I want full control.",0,2,4,80,0,90,0,0,100,100,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",3,"",39,1,"",1,23,25,171,171,171,"FL_51","scale_you|safety_you|safety_AV_1|trust_AV_1|trust_you","agree|identity_you|control_you|skills_you","",""
"10/9/23 13:46","10/9/23 13:49",0,172,100,187,1,"10/9/23 13:49","R_XS2oMH9ZJgIDJex",NA,NA,NA,NA,172,172,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,5,"i would want to be safe and make sure other drivers are safe which the self driving cars are",94,42,84,20,74,77,71,60,1,"",2,"",43,4,"",1,27,70,172,172,172,"FL_53","","","scale_others|safety_others|trust_AV_2|safety_AV_2|trust_others","agree2|skills_others|control_others|identity_others"
"10/9/23 13:46","10/9/23 13:49",0,173,100,185,1,"10/9/23 13:49","R_1OSO9NPTwXoLJ3l",NA,NA,NA,NA,173,173,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,1,"I want to be in control",50,40,60,40,60,50,100,50,1,"",3,"",51,5,"",1,36,70,173,173,173,"FL_53","","","scale_others|trust_others|safety_AV_2|trust_AV_2|safety_others","agree2|skills_others|control_others|identity_others"
"10/9/23 13:45","10/9/23 13:49",0,174,100,232,1,"10/9/23 13:49","R_2Y8ORo2ZdCc1dU6",NA,NA,NA,NA,174,174,"anonymous","EN",1,4,1,1,NA,"",NA,3,2,NA,NA,NA,NA,NA,NA,NA,4,"best of driving",65,82,76,74,54,80,80,71,1,"",3,"",32,4,"",1,18,27,174,174,174,"FL_53","","","scale_others|safety_others|trust_AV_2|safety_AV_2|trust_others","agree2|skills_others|control_others|identity_others"
"10/9/23 13:43","10/9/23 13:49",0,175,100,353,1,"10/9/23 13:49","R_1FaCPr7iyz3884M",NA,NA,NA,NA,175,175,"anonymous","EN",1,4,1,1,2,"At this point, I'm hesitant to give up all control of steering, accelerating and decelerating. I would have to try and drive this sort of automated system first, which is why I only selected 2. ",20,2,4,50,80,100,55,40,90,50,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",3,"",44,7,"",1,28,25,175,175,175,"FL_51","scale_you|safety_you|trust_AV_1|trust_you|safety_AV_1","agree|skills_you|identity_you|control_you","",""
"10/9/23 13:41","10/9/23 13:49",0,176,100,463,1,"10/9/23 13:49","R_9SQf8D3X6td9ZaV",NA,NA,NA,NA,176,176,"anonymous","EN",1,4,2,1,2,"I'm not that comfortable with the car controlling everything because it's a possibility that it can still crash.",3,2,4,92,48,100,22,64,100,100,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,"",1,"",36,4,"",1,20,73,176,176,176,"FL_51","scale_you|safety_you|trust_AV_1|trust_you|safety_AV_1","agree|control_you|identity_you|skills_you","",""
"10/9/23 13:43","10/9/23 13:49",0,177,100,386,1,"10/9/23 13:49","R_1LXS5luFmYJHmkw",NA,NA,NA,NA,177,177,"anonymous","EN",1,4,1,1,4,"I feel like I would be comfortable giving up accel/decel and a computer would have more awareness of surroundings.",10,2,4,80,65,90,25,70,91,75,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",3,"",25,4,"",1,10,38,177,177,177,"FL_51","scale_you|safety_you|safety_AV_1|trust_you|trust_AV_1","agree|identity_you|control_you|skills_you","",""
"10/9/23 13:45","10/9/23 13:49",0,178,100,251,1,"10/9/23 13:49","R_UrV2soIO9xd6gLv",NA,NA,NA,NA,178,178,"anonymous","EN",1,4,1,1,3,"I am just in hte middle.",45,2,3,50,50,50,50,50,50,50,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,"",3,"",35,4,"",2,2,28,178,178,178,"FL_51","scale_you|safety_AV_1|trust_you|trust_AV_1|safety_you","agree|control_you|skills_you|identity_you","",""
"10/9/23 13:43","10/9/23 13:49",0,179,100,350,1,"10/9/23 13:49","R_bEiQcytWgJIvBbr",NA,NA,NA,NA,179,179,"anonymous","EN",1,4,1,1,6,"Partially to have the latest technology, and partially to be able to have a safe way to travel without me doing anything.",100,2,4,90,90,100,90,65,90,50,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",2,"",52,2,"",1,36,20,179,179,179,"FL_51","scale_you|trust_AV_1|safety_AV_1|safety_you|trust_you","agree|identity_you|skills_you|control_you","",""
"10/9/23 13:46","10/9/23 13:49",0,180,100,151,1,"10/9/23 13:49","R_241sc8WIpG4G1dS",NA,NA,NA,NA,180,180,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,6,"itll be the safest without human error",80,79,73,100,100,76,82,96,1,"",2,"",30,4,"",1,80,100,180,180,180,"FL_53","","","scale_others|safety_AV_2|trust_AV_2|safety_others|trust_others","agree2|identity_others|control_others|skills_others"
"10/9/23 13:45","10/9/23 13:49",0,181,100,231,1,"10/9/23 13:49","R_2VOnXtXHVRxWKIB",NA,NA,NA,NA,181,181,"anonymous","EN",1,4,1,1,1,"I don't currently trust the people that make the technology to make it in such a way that my car cant be immobilized for wrong think or something else that's equally outrageous. I think this because I already know my bank account isn't safe. Because of this I have little to no trust in anything I can't actually control because the last 5 years have really shown me that I can't.",0,2,4,98,50,100,0,50,100,100,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,"",3,"",34,5,"",1,18,60,181,181,181,"FL_51","scale_you|safety_you|trust_AV_1|safety_AV_1|trust_you","agree|identity_you|skills_you|control_you","",""
"10/9/23 13:41","10/9/23 13:49",0,182,100,512,1,"10/9/23 13:49","R_1FKaSx662WxZar4",NA,NA,NA,NA,182,182,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,2,"I do not trust AI to fully drive cars yet",17,62,50,82,39,100,94,100,1,"",3,"",26,4,"",1,26,48,182,182,182,"FL_53","","","scale_others|safety_AV_2|safety_others|trust_others|trust_AV_2","agree2|identity_others|control_others|skills_others"
"10/9/23 13:44","10/9/23 13:49",0,183,100,304,1,"10/9/23 13:49","R_1dgbWyJrVCG324z",NA,NA,NA,NA,183,183,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,1,"At this point I just can't trust a machine to do any of the above tasks.",0,28,50,0,0,79,100,100,2,"",3,"",60,4,"",1,44,9,183,183,183,"FL_53","","","scale_others|trust_AV_2|safety_others|safety_AV_2|trust_others","agree2|identity_others|skills_others|control_others"
"10/9/23 13:41","10/9/23 13:49",0,184,100,501,1,"10/9/23 13:49","R_2ZQd0vtG4ujwMsL",NA,NA,NA,NA,184,184,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,6,"I would want all driver's to be safe.",100,72,100,73,100,65,50,50,2,"",3,"",62,3,"",1,45,71,184,184,184,"FL_53","","","scale_others|trust_others|safety_others|trust_AV_2|safety_AV_2","agree2|control_others|skills_others|identity_others"
"10/9/23 13:45","10/9/23 13:49",0,185,100,247,1,"10/9/23 13:49","R_20Z0JPVq8nAZ13q",NA,NA,NA,NA,185,185,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,1,"The more automation there is, the more people are likely to check out and do other things due to a false sense of security",20,55,34,70,20,85,96,100,1,"",3,"",38,5,"",1,22,65,185,185,185,"FL_53","","","scale_others|safety_AV_2|safety_others|trust_AV_2|trust_others","agree2|skills_others|identity_others|control_others"
"10/9/23 13:45","10/9/23 13:49",0,186,100,245,1,"10/9/23 13:49","R_1iqRCqnTOt9I9an",NA,NA,NA,NA,186,186,"anonymous","EN",1,4,1,1,5,"Driving system",75,1,1,84,85,91,70,90,75,78,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,"",3,"",35,4,"",1,59,86,186,186,186,"FL_51","scale_you|safety_you|trust_you|trust_AV_1|safety_AV_1","agree|control_you|identity_you|skills_you","",""
