"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","Q142","att_1","att_2","comp_0","pref_you","pref_you_explain","comp_2","comp_3","safety_you_1","trust_you_1","pref_others","pref_others_explain","safety_others_1","trust_others_1","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","license","ai_knowledge_1","PROLIFIC_PID","FL_8_DO"
"11/17/22 12:41","11/17/22 12:44",0,79,100,160,1,"11/17/22 12:44","R_1rjISXM3ojdkuZO",NA,NA,NA,NA,79,79,"anonymous","EN",1,79,4,1,1,NA,"",2,4,NA,NA,5,"I think the 5th level gives the car the ability to control the vehicle if it needs to, but also lets the driver have some power if they want to overrule a decision. ",35,60,1,"",3,"","23",3,NA,1,70,NA,"FL_53"
"11/17/22 12:39","11/17/22 12:44",0,80,100,313,1,"11/17/22 12:44","R_XTfXUHTRzqvOzPX",NA,NA,NA,NA,80,80,"anonymous","EN",1,80,4,1,1,NA,"",2,4,NA,NA,6,"If self-driving cars are generally safer, then everyone should use them. ",20,85,2,"",3,"","61",5,NA,1,40,NA,"FL_53"
"11/17/22 12:39","11/17/22 12:44",0,81,100,315,1,"11/17/22 12:44","R_ZI87oUCyoqREKwV",NA,NA,NA,NA,81,81,"anonymous","EN",1,81,4,1,2,NA,"",2,4,NA,NA,2,"I think more work needs to be done on AV",44,31,1,"",1,"","25",4,NA,1,35,NA,"FL_53"
"11/17/22 12:41","11/17/22 12:44",0,82,100,190,1,"11/17/22 12:44","R_2chkLXb2V5OIkAd",NA,NA,NA,NA,82,82,"anonymous","EN",1,82,4,2,1,NA,"",2,4,NA,NA,6,"I believe it's all or nothing. Either humans have full control or the vehicle has full control.",9,76,2,"",3,"","31",4,NA,1,46,NA,"FL_53"
"11/17/22 12:42","11/17/22 12:44",0,83,100,132,1,"11/17/22 12:44","R_3KD86nKF3XWChOE",NA,NA,NA,NA,83,83,"anonymous","EN",1,83,4,1,1,NA,"",2,4,NA,NA,6,"If other people have fully autonomous vehicles, it makes for a safer roadway.",50,78,1,"",3,"","32",4,NA,1,76,NA,"FL_53"
"11/17/22 12:40","11/17/22 12:44",0,84,100,254,1,"11/17/22 12:44","R_25Nn8vAoAHm9EMH",NA,NA,NA,NA,84,84,"anonymous","EN",1,84,4,1,1,2,"i dont want to commit fully yet i want to test out some self driving features ",2,4,49,39,NA,"",NA,NA,1,"",4,"","27",3,NA,1,24,NA,"FL_51"
"11/17/22 12:41","11/17/22 12:44",0,85,100,210,1,"11/17/22 12:44","R_1LtHgKbDEBBVRme",NA,NA,NA,NA,85,85,"anonymous","EN",1,85,4,1,1,NA,"",2,3,NA,NA,4,"I think still having a balance between automatic and manual is important because of possibilities of mechanical error.",62,32,2,"",3,"","19",3,NA,1,27,NA,"FL_53"
"11/17/22 12:41","11/17/22 12:44",0,86,100,205,1,"11/17/22 12:44","R_eURZ8noJc8IicHT",NA,NA,NA,NA,86,86,"anonymous","EN",1,86,4,1,1,4,"AI interface to help with defensive driving would be nice but I would still want control. ",2,4,75,60,NA,"",NA,NA,1,"",1,"","23",4,NA,1,34,NA,"FL_51"
"11/17/22 12:40","11/17/22 12:44",0,87,100,270,1,"11/17/22 12:44","R_qVC5bN5r9O9lDqN",NA,NA,NA,NA,87,87,"anonymous","EN",1,87,4,1,1,NA,"",2,4,NA,NA,2,"Humans are better at recognizing and classifying differences in an environment.",70,28,2,"",6,"prefer not to say","26",4,NA,2,20,NA,"FL_53"
"11/17/22 12:41","11/17/22 12:44",0,88,100,198,1,"11/17/22 12:44","R_3KZvgb8IIlcQexa",NA,NA,NA,NA,88,88,"anonymous","EN",1,88,4,1,1,NA,"",2,1,NA,NA,5,"I would like to ease into automation, so o let go some basics bit can still takeover",49,42,2,"",4,"","35",3,NA,1,7,NA,"FL_53"
"11/17/22 12:42","11/17/22 12:44",0,89,100,153,1,"11/17/22 12:44","R_bOsIhGmYFqwTIeB",NA,NA,NA,NA,89,89,"anonymous","EN",1,89,4,1,1,NA,"",2,4,NA,NA,6,"Its supposedly the safest option",25,50,2,"",5,"","21",3,NA,2,5,NA,"FL_53"
"11/17/22 12:41","11/17/22 12:44",0,90,100,226,1,"11/17/22 12:44","R_1CkcOKU3NuazPRq",NA,NA,NA,NA,90,90,"anonymous","EN",1,90,4,1,1,NA,"",2,4,NA,NA,2,"I just think the technology isn’t that good yet. There's tests that take place where the car doesn’t always stop for the test dummies so accelerating and deceleration should be a mix of both human and Ai for now",61,44,1,"",5,"","25",3,NA,1,65,NA,"FL_53"
"11/17/22 12:43","11/17/22 12:45",0,91,100,110,1,"11/17/22 12:45","R_1Ih3ixkyE92v3sC",NA,NA,NA,NA,91,91,"anonymous","EN",1,91,4,1,1,NA,"",2,4,NA,NA,6,"I'd rather drive around automated vehicles",0,100,1,"",2,"","33",4,NA,1,60,NA,"FL_53"
"11/17/22 12:41","11/17/22 12:45",0,92,100,203,1,"11/17/22 12:45","R_25NGGY6HRjbIKBE",NA,NA,NA,NA,92,92,"anonymous","EN",1,92,4,1,1,NA,"",2,4,NA,NA,4,"I chose level 4 because people should have some capacity to drive and have a say on where the car goes. The dynamic driving factor ensures the automated driving as a human override in case things go wrong.",70,30,1,"",2,"","20",3,NA,1,20,NA,"FL_53"
"11/17/22 12:43","11/17/22 12:45",0,93,100,139,1,"11/17/22 12:45","R_egqmEC9NA45TwL7",NA,NA,NA,NA,93,93,"anonymous","EN",1,93,4,1,1,6,"It’s fully automated and takes away human error.",2,4,0,100,NA,"",NA,NA,2,"",3,"","42",2,NA,1,0,NA,"FL_51"
"11/17/22 12:39","11/17/22 12:45",0,94,100,347,1,"11/17/22 12:45","R_tWLB6ZQfvMkKY6d",NA,NA,NA,NA,94,94,"anonymous","EN",1,94,4,1,1,6,"I have major anxiety while driving so a vehicle I don't have to drive is pretty much a godsend.",2,4,10,90,NA,"",NA,NA,1,"",2,"","34",4,NA,1,20,NA,"FL_51"
"11/17/22 12:43","11/17/22 12:45",0,95,100,124,1,"11/17/22 12:45","R_210deYkvH3PHHmw",NA,NA,NA,NA,95,95,"anonymous","EN",1,95,4,1,1,2,"Feel safer driving myself ",3,4,84,35,NA,"",NA,NA,2,"",3,"","28",4,NA,1,42,NA,"FL_51"
"11/17/22 12:41","11/17/22 12:45",0,96,100,254,1,"11/17/22 12:45","R_9MLj3veLtlc4FJT",NA,NA,NA,NA,96,96,"anonymous","EN",1,96,4,1,1,4,"I like the idea of the vehicle assisting me but I am worried about it having too much control.",2,4,50,40,NA,"",NA,NA,2,"",3,"","36",1,NA,1,40,NA,"FL_51"
"11/17/22 12:39","11/17/22 12:45",0,97,100,362,1,"11/17/22 12:45","R_1ePH2RluQGmRB5a",NA,NA,NA,NA,97,97,"anonymous","EN",1,97,4,1,1,NA,"",2,4,NA,NA,6,"It would make the roads safer for everyone. ",14,78,1,"",3,"","51",4,NA,1,2,NA,"FL_53"
"11/17/22 12:41","11/17/22 12:45",0,98,100,278,1,"11/17/22 12:45","R_2rip3XIdncKdYlL",NA,NA,NA,NA,98,98,"anonymous","EN",1,98,4,1,1,1,"I don't trust computers to judge other people's reactions on the road.",2,4,100,0,NA,"",NA,NA,2,"",3,"","50",2,NA,1,95,NA,"FL_51"
"11/17/22 12:41","11/17/22 12:45",0,99,100,254,1,"11/17/22 12:45","R_31tsFGEWd27Sfs4",NA,NA,NA,NA,99,99,"anonymous","EN",1,99,4,1,1,4,"i dont know if im comfortable letting the car do much more driving, id rather it just alert me if i wander out of my lane and be able to speed up/stop for me. a completely self driving car just stresses me out ",2,4,40,60,NA,"",NA,NA,2,"",3,"","25",4,NA,1,70,NA,"FL_51"
"11/17/22 12:43","11/17/22 12:45",0,100,100,114,1,"11/17/22 12:45","R_3QJcWd7LNyhV889",NA,NA,NA,NA,100,100,"anonymous","EN",1,100,4,1,1,NA,"",2,4,NA,NA,4,"I believe humans should have control over dynamic driving",57,58,1,"",2,"","24",4,NA,1,60,NA,"FL_53"
"11/17/22 12:41","11/17/22 12:45",0,101,100,248,1,"11/17/22 12:45","R_WDV9kJn7a94Dcml",NA,NA,NA,NA,101,101,"anonymous","EN",1,101,4,1,1,NA,"",2,2,NA,NA,5,"So a human could at least have some control of driving the car.",51,66,1,"",4,"","21",1,NA,1,33,NA,"FL_53"
"11/17/22 12:43","11/17/22 12:46",0,102,100,156,1,"11/17/22 12:46","R_3JCrItf2dqA7IkD",NA,NA,NA,NA,102,102,"anonymous","EN",1,102,4,1,1,4,"i feel like monitoring should be done by the system but humans still need to do certain aspects",2,4,61,29,NA,"",NA,NA,2,"",6,"middle eastern","25",4,NA,1,16,NA,"FL_51"
"11/17/22 12:41","11/17/22 12:46",0,103,100,292,1,"11/17/22 12:46","R_3qW2YeI7oeVyFmc",NA,NA,NA,NA,103,103,"anonymous","EN",1,103,4,1,1,NA,"",2,4,NA,NA,2,"2 allows for some human error to be corrected while still giving the driver control",40,30,2,"",3,"","26",4,NA,1,10,NA,"FL_53"
"11/17/22 12:44","11/17/22 12:47",0,104,100,161,1,"11/17/22 12:47","R_1CJjQNxSznajCuk",NA,NA,NA,NA,104,104,"anonymous","EN",1,104,4,1,1,NA,"",2,4,NA,NA,4,"An extra ""set of eyes"" would always be helpful when driving to stay safe. Accelerating, Decelerating and steering are simply useful things to have.",38,78,1,"",3,"","23",4,NA,1,71,NA,"FL_53"
"11/17/22 12:40","11/17/22 12:47",0,105,100,392,1,"11/17/22 12:47","R_25NG2YS4BFu1pax",NA,NA,NA,NA,105,105,"anonymous","EN",1,105,4,1,1,1,"I trust my driving over a computer ",2,4,94,0,NA,"",NA,NA,1,"",3,"","44",3,NA,1,8,NA,"FL_51"
"11/17/22 12:45","11/17/22 12:47",0,106,100,144,1,"11/17/22 12:47","R_2qpDC8SYcM2sylj",NA,NA,NA,NA,106,106,"anonymous","EN",1,106,4,1,1,4,"It looks like a safe option ",2,4,89,80,NA,"",NA,NA,2,"",4,"","45",4,NA,1,10,NA,"FL_51"
"11/17/22 12:45","11/17/22 12:47",0,107,100,151,1,"11/17/22 12:47","R_2E9OXh61rfG0POh",NA,NA,NA,NA,107,107,"anonymous","EN",1,107,4,1,1,NA,"",2,4,NA,NA,6,"It is the future ",20,32,2,"",3,"","43",4,NA,1,52,NA,"FL_53"
"11/17/22 12:44","11/17/22 12:47",0,108,100,190,1,"11/17/22 12:47","R_3Gj0ifVs85tOh3W",NA,NA,NA,NA,108,108,"anonymous","EN",1,108,4,2,1,5,"just in case of unforeseen circumstances I would like to be able to override the Auto system",2,4,19,80,NA,"",NA,NA,1,"",3,"","34",1,NA,1,19,NA,"FL_51"
"11/17/22 12:41","11/17/22 12:47",0,109,100,403,1,"11/17/22 12:47","R_3ewqKpZRSy3D2OS",NA,NA,NA,NA,109,109,"anonymous","EN",1,109,4,2,1,NA,"",3,4,NA,NA,6,"We are all fools on the road. Everyone has some place to be and everyone else has no place to be so in the middle is where impatience and “road rage” lies.",0,100,2,"",3,"","45",7,NA,1,51,NA,"FL_53"
"11/17/22 12:45","11/17/22 12:47",0,110,100,164,1,"11/17/22 12:47","R_27rucEQaOi6C42e",NA,NA,NA,NA,110,110,"anonymous","EN",1,110,4,1,1,NA,"",2,4,NA,NA,2,"I think humans should still be mainly in control, but it can be helpful to have a machine do some of the work as long as you have a say too.",55,45,2,"",5,"","19",1,NA,1,50,NA,"FL_53"
"11/17/22 12:44","11/17/22 12:47",0,111,100,180,1,"11/17/22 12:47","R_2VPz43Wb6Eq0Zoy",NA,NA,NA,NA,111,111,"anonymous","EN",1,111,4,1,1,1,"The technology is not yet at a point where it would be safe at the level described in the short article I was previously presented with.",2,4,50,40,NA,"",NA,NA,4,"non-binary",3,"","27",3,NA,2,35,NA,"FL_51"
"11/17/22 12:38","11/17/22 12:47",0,112,100,541,1,"11/17/22 12:47","R_24eJbzhcqm7o5w8",NA,NA,NA,NA,112,112,"anonymous","EN",1,112,4,1,1,NA,"",2,4,NA,NA,5,"Considering that the automated driving system has been tested and isn't full of bugs, I think it'd be safest if the car controlled most of the driving. But I also think it's important that people can still have a little control to make corrections if necessary.",38,57,2,"",3,"","31",4,NA,1,48,NA,"FL_53"
"11/17/22 12:42","11/17/22 12:47",0,113,100,312,1,"11/17/22 12:47","R_2YG8mXSDDJVVT0F",NA,NA,NA,NA,113,113,"anonymous","EN",1,113,4,1,1,NA,"",2,4,NA,NA,4,"I chose 4 because it is not all control of the vehicle and it is not all control of the human. It is fair and gives the person a choice.",80,30,1,"",4,"","22",1,NA,2,30,NA,"FL_53"
"11/17/22 12:42","11/17/22 12:48",0,114,100,311,1,"11/17/22 12:48","R_3DvCZJ6ltdxBqu3",NA,NA,NA,NA,114,114,"anonymous","EN",1,114,4,1,1,NA,"",2,4,NA,NA,4,"I think it’s a nice split of human and AI control",39,59,2,"",2,"","37",4,NA,1,64,NA,"FL_53"
"11/17/22 12:44","11/17/22 12:48",0,115,100,265,1,"11/17/22 12:48","R_3qQGT7UcO0cWVko",NA,NA,NA,NA,115,115,"anonymous","EN",1,115,4,1,1,NA,"",2,4,NA,NA,5,"want override ability",7,87,1,"",3,"","77",4,NA,1,61,NA,"FL_53"
"11/17/22 12:46","11/17/22 12:48",0,116,100,148,1,"11/17/22 12:48","R_29te1eUFDbhpPJn",NA,NA,NA,NA,116,116,"anonymous","EN",1,116,4,1,1,NA,"",2,4,NA,NA,5,"The human has some control but still has the saftey of the machine.",13,90,1,"",3,"","28",1,NA,1,75,NA,"FL_53"
"11/17/22 12:46","11/17/22 12:48",0,117,100,109,1,"11/17/22 12:48","R_AGvGtn5h7pBFrot",NA,NA,NA,NA,117,117,"anonymous","EN",1,117,4,1,1,4,"because it seems like a good balance of human and machine",2,4,90,88,NA,"",NA,NA,2,"",3,"","38",4,NA,1,61,NA,"FL_51"
"11/17/22 12:42","11/17/22 12:48",0,118,100,388,1,"11/17/22 12:48","R_BVPUHnZ7ni4m7sd",NA,NA,NA,NA,118,118,"anonymous","EN",1,118,4,1,1,6,"j love it",2,1,35,98,NA,"",NA,NA,1,"",1,"","41",1,NA,2,1,NA,"FL_51"
"11/17/22 12:44","11/17/22 12:48",0,119,100,285,1,"11/17/22 12:48","R_ZkFsIVzbD7weXaV",NA,NA,NA,NA,119,119,"anonymous","EN",1,119,4,1,1,NA,"",2,1,NA,NA,4,"I think the sled driving features assist and are amazing but I do still believe that a human must assist and make some decisions to make it the most effective ",40,55,2,"",3,"","55",1,NA,1,38,NA,"FL_53"
"11/17/22 12:43","11/17/22 12:48",0,120,100,323,1,"11/17/22 12:48","R_3hGaF72HVxD5oI9",NA,NA,NA,NA,120,120,"anonymous","EN",1,120,4,1,1,NA,"",2,4,NA,NA,1,"machines fai;l",74,23,2,"",3,"","39",3,NA,1,27,NA,"FL_53"
"11/17/22 12:45","11/17/22 12:48",0,121,100,227,1,"11/17/22 12:48","R_PSQCJWN410A6lod",NA,NA,NA,NA,121,121,"anonymous","EN",1,121,4,1,1,1,"I chose this level because I would like to make sure that I have full control. Machine systems can fail just as well as humans can fail but you can more easily know what went wrong if it was human error.",2,4,70,20,NA,"",NA,NA,1,"",3,"","35",1,NA,1,0,NA,"FL_51"
"11/17/22 12:42","11/17/22 12:49",0,122,100,370,1,"11/17/22 12:49","R_2f3fh2B8P2qQVSe",NA,NA,NA,NA,122,122,"anonymous","EN",1,122,4,1,1,4,"I think humans should still have the ability to drive freely but In times where the driver is driving irresponsibly it would be good for the car to take control how fast they are going and breaking.   ",2,4,55,53,NA,"",NA,NA,2,"",4,"","22",4,NA,1,28,NA,"FL_51"
"11/17/22 12:45","11/17/22 12:49",0,123,100,218,1,"11/17/22 12:49","R_1lcVCqTgAz5ZUUm",NA,NA,NA,NA,123,123,"anonymous","EN",1,123,4,1,1,NA,"",2,4,NA,NA,6,"Because it will be the safest vehicle.",12,83,2,"",3,"","51",1,NA,1,67,NA,"FL_53"
"11/17/22 12:41","11/17/22 12:49",0,124,100,483,1,"11/17/22 12:49","R_1EcbYse9bk8FFea",NA,NA,NA,NA,124,124,"anonymous","EN",1,124,4,1,1,6,"maximum benefit for same price",2,4,50,50,NA,"",NA,NA,2,"",3,"","57",4,NA,1,10,NA,"FL_51"
"11/17/22 12:47","11/17/22 12:49",0,125,100,139,1,"11/17/22 12:49","R_33gtPR8xC46nekc",NA,NA,NA,NA,125,125,"anonymous","EN",1,125,4,1,1,NA,"",3,4,NA,NA,2,"Because people still need to pay attention when something is automated",50,52,2,"",3,"","50",4,NA,1,38,NA,"FL_53"
"11/17/22 12:45","11/17/22 12:49",0,126,100,212,1,"11/17/22 12:49","R_3ndbn70F7jmBwKk",NA,NA,NA,NA,126,126,"anonymous","EN",1,126,4,1,1,NA,"",2,4,NA,NA,5,"I guess in dynamic driving the driving system will hopefully be the safer choice and they still have a small bit of control.",35,75,1,"",3,"","30",4,NA,1,35,NA,"FL_53"
"11/17/22 12:47","11/17/22 12:50",0,127,100,151,1,"11/17/22 12:50","R_XHXcMvrbIYCeppv",NA,NA,NA,NA,127,127,"anonymous","EN",1,127,4,1,1,5,"I think Self-Driving Cars are more safe but I think there should still be some human control just in case",2,4,86,66,NA,"",NA,NA,1,"",2,"","24",4,NA,1,76,NA,"FL_51"
"11/17/22 12:45","11/17/22 12:50",0,128,100,299,1,"11/17/22 12:50","R_ba2P0YptrZOBH0Z",NA,NA,NA,NA,128,128,"anonymous","EN",1,128,4,2,1,NA,"",2,1,NA,NA,4,"Hard to tell with technology based engineering with the ""futuristic"" sidecof automobiles and transportation. Automatic vehicles and ""human"" artificial intelligence... Unless we are speaking upon non bioengineering? My apologies I understand I was only clear to type one sentence but I thought two would be more informative. ",50,50,1,"",3,"","31",1,NA,2,25,NA,"FL_53"
"11/17/22 12:46","11/17/22 12:50",0,129,100,249,1,"11/17/22 12:50","R_3fH7DWLqr4THN6D",NA,NA,NA,NA,129,129,"anonymous","EN",1,129,4,1,1,NA,"",2,4,NA,NA,6,"If it’s more safer for the car to drive itself I say take humans out of the situation an let the car do it’s thing.",53,85,2,"",1,"","33",3,NA,1,44,NA,"FL_53"
"11/17/22 12:48","11/17/22 12:50",0,130,100,153,1,"11/17/22 12:50","R_1juAPrS0jiMeyyd",NA,NA,NA,NA,130,130,"anonymous","EN",1,130,4,1,1,5,"Mostly automated driving with some human intervention",2,4,55,35,NA,"",NA,NA,1,"",3,"","34",4,NA,1,70,NA,"FL_51"
"11/17/22 12:45","11/17/22 12:50",0,131,100,295,1,"11/17/22 12:50","R_1gU5q9fCutMvses",NA,NA,NA,NA,131,131,"anonymous","EN",1,131,4,1,1,1,"I chose this level because I prefer human driven vehicles",2,4,90,3,NA,"",NA,NA,2,"",6,"other","30",4,NA,1,50,NA,"FL_51"
"11/17/22 12:47","11/17/22 12:51",0,132,100,206,1,"11/17/22 12:51","R_UGyrAvTwGXUJrod",NA,NA,NA,NA,132,132,"anonymous","EN",1,132,4,1,1,2,"I would still need to maintain the majority of the control in operating the vehicle because I'm still a bit skeptical of the technology.",2,4,64,9,NA,"",NA,NA,2,"",1,"","44",5,NA,1,9,NA,"FL_51"
"11/17/22 12:43","11/17/22 12:51",0,133,100,437,1,"11/17/22 12:51","R_Wwh19ZYSfT1ycuJ",NA,NA,NA,NA,133,133,"anonymous","EN",1,133,4,1,1,4,"Because it meets a happy middle where you share the level of automation with the human driver 50/50",2,4,15,85,NA,"",NA,NA,1,"",3,"","39",1,NA,1,50,NA,"FL_51"
"11/17/22 12:46","11/17/22 12:51",0,134,100,297,1,"11/17/22 12:51","R_3hoRtmM9sen1JvU",NA,NA,NA,NA,134,134,"anonymous","EN",1,134,4,1,1,NA,"",2,4,NA,NA,5,"I think its still important for humans to pay attention to the road, so I chose the level right before fully autonomous.",40,28,1,"",2,"","29",4,NA,1,58,NA,"FL_53"
"11/17/22 12:44","11/17/22 12:51",0,135,100,397,1,"11/17/22 12:51","R_1JOVucg22Uk1B5s",NA,NA,NA,NA,135,135,"anonymous","EN",1,135,4,1,1,5,"It seems the right level of automation while still giving some control.",2,4,27,50,NA,"",NA,NA,1,"",3,"","40",1,NA,1,18,NA,"FL_51"
"11/17/22 12:47","11/17/22 12:51",0,136,100,271,1,"11/17/22 12:51","R_2UhfwGpo7DB7Dju",NA,NA,NA,NA,136,136,"anonymous","EN",1,136,4,1,1,4,"I would still like to maintain some control of my vehicle. ",2,4,50,50,NA,"",NA,NA,2,"",3,"","35",3,NA,1,53,NA,"FL_51"
"11/17/22 12:47","11/17/22 12:52",0,137,100,285,1,"11/17/22 12:52","R_W0U7JCwUJhjokrn",NA,NA,NA,NA,137,137,"anonymous","EN",1,137,4,1,1,6,"I want to purchase automatic car driving system is the prices for all types are the same",2,4,50,60,NA,"",NA,NA,2,"",2,"","33",4,NA,1,24,NA,"FL_51"
"11/17/22 12:46","11/17/22 12:52",0,138,100,366,1,"11/17/22 12:52","R_3Rav4c72LG4SEYZ",NA,NA,NA,NA,138,138,"anonymous","EN",1,138,4,1,1,2,"Machines are made by humans, and are just as falible, having acceloration & system being able to be controll by both human and AI, and not just one in peticular, means there is a smaller chance of error.",2,4,40,40,NA,"",NA,NA,1,"",3,"","19",1,NA,2,58,NA,"FL_51"
"11/17/22 12:49","11/17/22 12:52",0,139,100,177,1,"11/17/22 12:52","R_1gtL91RtcdHMZHf",NA,NA,NA,NA,139,139,"anonymous","EN",1,139,4,1,1,NA,"",2,4,NA,NA,6,"This is the safest level where autonomous driving is at its best.",15,80,1,"",2,"","25",1,NA,2,10,NA,"FL_53"
"11/17/22 12:47","11/17/22 12:52",0,140,100,317,1,"11/17/22 12:52","R_yjRn2f7EtN7nnhL",NA,NA,NA,NA,140,140,"anonymous","EN",1,140,4,2,1,NA,"",2,4,NA,NA,4,"I'd like to be in control of dynamic driving of the car.",30,71,1,"",3,"","73",5,NA,1,51,NA,"FL_53"
"11/17/22 12:47","11/17/22 12:52",0,141,100,298,1,"11/17/22 12:52","R_ptRv9FHkSlKm7T3",NA,NA,NA,NA,141,141,"anonymous","EN",1,141,4,1,1,NA,"",2,4,NA,NA,4,"I think this would be the level I'd be comfortable driving with and would make me more comfortable if others were driving this type also.",45,60,2,"",3,"","28",4,NA,1,30,NA,"FL_53"
"11/17/22 12:48","11/17/22 12:52",0,142,100,262,1,"11/17/22 12:52","R_2E79C83tOhjrDGi",NA,NA,NA,NA,142,142,"anonymous","EN",1,142,4,1,1,NA,"",2,4,NA,NA,4,"I feel like people need to have some type of involvement in order to stay alert. ",42,62,2,"",3,"","60",2,NA,1,26,NA,"FL_53"
"11/17/22 12:48","11/17/22 12:53",0,143,100,273,1,"11/17/22 12:53","R_1jPOBy1Prl5dHP8",NA,NA,NA,NA,143,143,"anonymous","EN",1,143,4,1,1,NA,"",2,4,NA,NA,6,"It is the safest option.",10,75,1,"",3,"","30",3,NA,1,65,NA,"FL_53"
"11/17/22 12:48","11/17/22 12:53",0,144,100,278,1,"11/17/22 12:53","R_1OJnKTwhVvUj9Wy",NA,NA,NA,NA,144,144,"anonymous","EN",1,144,4,1,1,4,"I don't really trust automation in terms of dynamic driving, generally.  ",2,4,40,57,NA,"",NA,NA,2,"",3,"","42",5,NA,1,27,NA,"FL_51"
"11/17/22 12:47","11/17/22 12:53",0,145,100,371,1,"11/17/22 12:53","R_2xQnuwng4Nbkbm5",NA,NA,NA,NA,145,145,"anonymous","EN",1,145,4,1,1,NA,"",2,4,NA,NA,6,"I could be safer on the road if everyone drove a machine-driven car.",5,95,2,"",3,"","66",3,NA,1,65,NA,"FL_53"
"11/17/22 12:48","11/17/22 12:55",0,146,100,428,1,"11/17/22 12:55","R_3fwO3JURy1ogi5n",NA,NA,NA,NA,146,146,"anonymous","EN",1,146,4,1,1,4,"controls should be there at human for basic dynamic driving since we cant trust the machine at all times..",2,4,53,53,NA,"",NA,NA,2,"",2,"","38",4,NA,2,63,NA,"FL_51"
"11/17/22 12:50","11/17/22 12:56",0,147,100,355,1,"11/17/22 12:56","R_22yrb0AZSDGw4wv",NA,NA,NA,NA,147,147,"anonymous","EN",1,147,4,1,1,NA,"",2,4,NA,NA,2,"Automated driving systems will eventually be better than human drivers but the tech isn't there yet and until it is, humans should have the most control with some automated assistance. ",80,10,2,"",3,"","51",4,NA,1,55,NA,"FL_53"
"11/17/22 12:48","11/17/22 12:57",0,148,100,502,1,"11/17/22 12:57","R_25s9aaIdnsmITpC",NA,NA,NA,NA,148,148,"anonymous","EN",1,148,4,1,1,4,"I would like to be able to regain some form of control over the vehicle instead of it being completely autonomous ",2,4,71,0,NA,"",NA,NA,2,"",3,"","57",1,NA,1,40,NA,"FL_51"
"11/17/22 12:52","11/17/22 13:10",0,149,100,1092,1,"11/17/22 13:10","R_2SIuTXhizTmRJ0W",NA,NA,NA,NA,149,149,"anonymous","EN",1,149,4,1,1,4,"I would like to have some control over the car until I get used to it but I am not opposed to a fully self driving vehicle. ",2,4,50,50,NA,"",NA,NA,2,"",3,"","24",4,NA,1,34,NA,"FL_51"
"11/17/22 12:50","11/17/22 13:11",0,150,100,1231,1,"11/17/22 13:11","R_ZHKHmIYab2rUiQN",NA,NA,NA,NA,150,150,"anonymous","EN",1,150,4,1,1,NA,"",2,4,NA,NA,4,"Having an equal balance of a machine driving and human driving doesn't take away our control to drive and it still lets the machine handle other parts of driving which are typically the human's weaknesses.",15,92,2,"",2,"","34",5,NA,1,75,NA,"FL_53"
"11/20/22 21:50","11/20/22 21:52",0,151,100,128,1,"11/20/22 21:52","R_3lxkIYKw33NXz6n",NA,NA,NA,NA,151,151,"anonymous","EN",1,151,4,2,1,NA,"",2,1,NA,NA,5,"It felt like it would be safest but take out any slight risk",51,20,2,"",3,"","31",3,NA,2,63,NA,"FL_53"
"11/20/22 21:50","11/20/22 21:53",0,152,100,183,1,"11/20/22 21:53","R_1IiazK9l8Eva5pP",NA,NA,NA,NA,152,152,"anonymous","EN",1,152,4,1,1,4,"Steering + Decelerating and Monitoring the environment are the main actions which can cause or prevent accidents; allowing the vehicle control over these is plenty sufficient to drastically increase safety while still having some personal control over the vehicle.",2,4,41,66,NA,"",NA,NA,1,"",3,"","22",3,NA,1,64,NA,"FL_51"
"11/20/22 21:50","11/20/22 21:53",0,153,100,177,1,"11/20/22 21:53","R_30e1TKSerrju8lI",NA,NA,NA,NA,153,153,"anonymous","EN",1,153,4,1,1,NA,"",2,4,NA,NA,5,"I know that self-driving cars are safer, but I am still apprehensive about completely lacking control of the car.",1,99,2,"",4,"","20",3,NA,2,10,NA,"FL_53"
"11/20/22 21:50","11/20/22 21:53",0,154,100,205,1,"11/20/22 21:53","R_40cI5TQXmHSoich",NA,NA,NA,NA,154,154,"anonymous","EN",1,154,4,2,1,1,"I do not trust driverless AI cars period.",2,4,93,0,NA,"",NA,NA,1,"",3,"","50",3,NA,1,23,NA,"FL_51"
"11/20/22 21:50","11/20/22 21:54",0,155,100,188,1,"11/20/22 21:54","R_2Sk52gMys2fGmaM",NA,NA,NA,NA,155,155,"anonymous","EN",1,155,4,1,1,4,"I still want some human component in the self driving car to allow some self autonomy.",2,4,66,62,NA,"",NA,NA,2,"",2,"","51",4,NA,1,31,NA,"FL_51"
"11/20/22 21:50","11/20/22 21:54",0,156,100,224,1,"11/20/22 21:54","R_2TEMKdgRAPvvf5t",NA,NA,NA,NA,156,156,"anonymous","EN",1,156,4,1,1,NA,"",2,4,NA,NA,6,"I fully believe that self driving cars will ultimately prove to be much safer.",5,95,1,"",3,"","47",3,NA,1,70,NA,"FL_53"
