StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,Q142,att_1,att_2,comp_0,pref_you,pref_you_explain,comp_2,comp_3,safety_you_1,trust_you_1,pref_others,pref_others_explain,safety_others_1,trust_others_1,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,ai_knowledge_1,PROLIFIC_PID,FL_8_DO
11/17/22 12:41,11/17/22 12:44,0,76.130.52.76,100,160,1,11/17/22 12:44,R_1rjISXM3ojdkuZO,,,,,40.4102,-104.7584,anonymous,EN,1,5f084fffd931c103fbd4228a,4,1,1,,,2,4,,,5,"I think the 5th level gives the car the ability to control the vehicle if it needs to, but also lets the driver have some power if they want to overrule a decision. ",35,60,1,,3,,23,3,,1,70,,FL_53
11/17/22 12:39,11/17/22 12:44,0,108.81.184.45,100,313,1,11/17/22 12:44,R_XTfXUHTRzqvOzPX,,,,,34.782,-86.6085,anonymous,EN,1,5d0e711c91721f001a919f11,4,1,1,,,2,4,,,6,"If self-driving cars are generally safer, then everyone should use them. ",20,85,2,,3,,61,5,,1,40,,FL_53
11/17/22 12:39,11/17/22 12:44,0,216.165.95.185,100,315,1,11/17/22 12:44,R_ZI87oUCyoqREKwV,,,,,40.7359,-73.9904,anonymous,EN,1,6318bb53c4b2fc8af0cfdf8f,4,1,2,,,2,4,,,2,I think more work needs to be done on AV,44,31,1,,1,,25,4,,1,35,,FL_53
11/17/22 12:41,11/17/22 12:44,0,73.149.119.184,100,190,1,11/17/22 12:44,R_2chkLXb2V5OIkAd,,,,,42.3388,-71.0726,anonymous,EN,1,5e2534721c55ad7943337a48,4,2,1,,,2,4,,,6,I believe it's all or nothing. Either humans have full control or the vehicle has full control.,9,76,2,,3,,31,4,,1,46,,FL_53
11/17/22 12:42,11/17/22 12:44,0,50.209.162.33,100,132,1,11/17/22 12:44,R_3KD86nKF3XWChOE,,,,,37.3479,-121.8527,anonymous,EN,1,5f3c4523ee7b8faa46e95e5d,4,1,1,,,2,4,,,6,"If other people have fully autonomous vehicles, it makes for a safer roadway.",50,78,1,,3,,32,4,,1,76,,FL_53
11/17/22 12:40,11/17/22 12:44,0,99.67.144.59,100,254,1,11/17/22 12:44,R_25Nn8vAoAHm9EMH,,,,,32.8057,-117.0303,anonymous,EN,1,5d30cabd5124970019cb706c,4,1,1,2,i dont want to commit fully yet i want to test out some self driving features ,2,4,49,39,,,,,1,,4,,27,3,,1,24,,FL_51
11/17/22 12:41,11/17/22 12:44,0,64.247.127.254,100,210,1,11/17/22 12:44,R_1LtHgKbDEBBVRme,,,,,39.3184,-82.1012,anonymous,EN,1,61648ecf6993cae18538c994,4,1,1,,,2,3,,,4,I think still having a balance between automatic and manual is important because of possibilities of mechanical error.,62,32,2,,3,,19,3,,1,27,,FL_53
11/17/22 12:41,11/17/22 12:44,0,166.205.218.7,100,205,1,11/17/22 12:44,R_eURZ8noJc8IicHT,,,,,35.1796,-80.8459,anonymous,EN,1,609b043db9dfd9068e3c7527,4,1,1,4,AI interface to help with defensive driving would be nice but I would still want control. ,2,4,75,60,,,,,1,,1,,23,4,,1,34,,FL_51
11/17/22 12:40,11/17/22 12:44,0,107.215.201.69,100,270,1,11/17/22 12:44,R_qVC5bN5r9O9lDqN,,,,,34.0767,-118.1802,anonymous,EN,1,5ee8063f1990bc0f2f51cef4,4,1,1,,,2,4,,,2,Humans are better at recognizing and classifying differences in an environment.,70,28,2,,6,prefer not to say,26,4,,2,20,,FL_53
11/17/22 12:41,11/17/22 12:44,0,76.26.39.212,100,198,1,11/17/22 12:44,R_3KZvgb8IIlcQexa,,,,,27.2913,-80.2977,anonymous,EN,1,C121B2L6,4,1,1,,,2,1,,,5,"I would like to ease into automation, so o let go some basics bit can still takeover",49,42,2,,4,,35,3,,1,7,,FL_53
11/17/22 12:42,11/17/22 12:44,0,73.42.77.153,100,153,1,11/17/22 12:44,R_bOsIhGmYFqwTIeB,,,,,28.5504,-81.1833,anonymous,EN,1,5f16c677bc5f86028f33fc62,4,1,1,,,2,4,,,6,Its supposedly the safest option,25,50,2,,5,,21,3,,2,5,,FL_53
11/17/22 12:41,11/17/22 12:44,0,98.39.160.170,100,226,1,11/17/22 12:44,R_1CkcOKU3NuazPRq,,,,,29.8738,-95.5233,anonymous,EN,1,5f30510aa2052d49e527ff5c,4,1,1,,,2,4,,,2,I just think the technology isn’t that good yet. There's tests that take place where the car doesn’t always stop for the test dummies so accelerating and deceleration should be a mix of both human and Ai for now,61,44,1,,5,,25,3,,1,65,,FL_53
11/17/22 12:43,11/17/22 12:45,0,50.233.173.154,100,110,1,11/17/22 12:45,R_1Ih3ixkyE92v3sC,,,,,47.9425,-122.2139,anonymous,EN,1,5cf8529eb13a580001bdc7d9,4,1,1,,,2,4,,,6,I'd rather drive around automated vehicles,0,100,1,,2,,33,4,,1,60,,FL_53
11/17/22 12:41,11/17/22 12:45,0,104.61.140.222,100,203,1,11/17/22 12:45,R_25NGGY6HRjbIKBE,,,,,29.5422,-95.3212,anonymous,EN,1,6060cc2bf9ba38d90b1a6f12,4,1,1,,,2,4,,,4,I chose level 4 because people should have some capacity to drive and have a say on where the car goes. The dynamic driving factor ensures the automated driving as a human override in case things go wrong.,70,30,1,,2,,20,3,,1,20,,FL_53
11/17/22 12:43,11/17/22 12:45,0,68.42.19.97,100,139,1,11/17/22 12:45,R_egqmEC9NA45TwL7,,,,,35.0278,-85.1461,anonymous,EN,1,59874dcc6ab9880001b5ade8,4,1,1,6,It’s fully automated and takes away human error.,2,4,0,100,,,,,2,,3,,42,2,,1,0,,FL_51
11/17/22 12:39,11/17/22 12:45,0,76.141.55.66,100,347,1,11/17/22 12:45,R_tWLB6ZQfvMkKY6d,,,,,41.6017,-87.9557,anonymous,EN,1,62910dbf5ea93362588205bb,4,1,1,6,I have major anxiety while driving so a vehicle I don't have to drive is pretty much a godsend.,2,4,10,90,,,,,1,,2,,34,4,,1,20,,FL_51
11/17/22 12:43,11/17/22 12:45,0,174.202.164.208,100,124,1,11/17/22 12:45,R_210deYkvH3PHHmw,,,,,35.4662,-97.5168,anonymous,EN,1,60fcdb9569a7966b511cf122,4,1,1,2,Feel safer driving myself ,3,4,84,35,,,,,2,,3,,28,4,,1,42,,FL_51
11/17/22 12:41,11/17/22 12:45,0,172.58.187.76,100,254,1,11/17/22 12:45,R_9MLj3veLtlc4FJT,,,,,38.9705,-76.8388,anonymous,EN,1,5d6466d84e9aae0001598a5a,4,1,1,4,I like the idea of the vehicle assisting me but I am worried about it having too much control.,2,4,50,40,,,,,2,,3,,36,1,,1,40,,FL_51
11/17/22 12:39,11/17/22 12:45,0,172.59.64.82,100,362,1,11/17/22 12:45,R_1ePH2RluQGmRB5a,,,,,30.3562,-81.688,anonymous,EN,1,60c81a556366e2bc7502066f,4,1,1,,,2,4,,,6,It would make the roads safer for everyone. ,14,78,1,,3,,51,4,,1,2,,FL_53
11/17/22 12:41,11/17/22 12:45,0,107.115.177.5,100,278,1,11/17/22 12:45,R_2rip3XIdncKdYlL,,,,,32.7507,-97.2095,anonymous,EN,1,614e8729fb12a3f553e70066,4,1,1,1,I don't trust computers to judge other people's reactions on the road.,2,4,100,0,,,,,2,,3,,50,2,,1,95,,FL_51
11/17/22 12:41,11/17/22 12:45,0,75.188.98.175,100,254,1,11/17/22 12:45,R_31tsFGEWd27Sfs4,,,,,39.3184,-82.1012,anonymous,EN,1,60f22ce19d3c98dacd6d464f,4,1,1,4,"i dont know if im comfortable letting the car do much more driving, id rather it just alert me if i wander out of my lane and be able to speed up/stop for me. a completely self driving car just stresses me out ",2,4,40,60,,,,,2,,3,,25,4,,1,70,,FL_51
11/17/22 12:43,11/17/22 12:45,0,108.184.185.143,100,114,1,11/17/22 12:45,R_3QJcWd7LNyhV889,,,,,34.1091,-117.7126,anonymous,EN,1,5950b25f4df2c40001bf86f9,4,1,1,,,2,4,,,4,I believe humans should have control over dynamic driving,57,58,1,,2,,24,4,,1,60,,FL_53
11/17/22 12:41,11/17/22 12:45,0,108.234.181.224,100,248,1,11/17/22 12:45,R_WDV9kJn7a94Dcml,,,,,32.5799,-117.0694,anonymous,EN,1,633897629c2d1bbec55c547a,4,1,1,,,2,2,,,5,So a human could at least have some control of driving the car.,51,66,1,,4,,21,1,,1,33,,FL_53
11/17/22 12:43,11/17/22 12:46,0,73.81.118.199,100,156,1,11/17/22 12:46,R_3JCrItf2dqA7IkD,,,,,39.8521,-74.9641,anonymous,EN,1,6137c72965565266b4354d38,4,1,1,4,i feel like monitoring should be done by the system but humans still need to do certain aspects,2,4,61,29,,,,,2,,6,middle eastern,25,4,,1,16,,FL_51
11/17/22 12:41,11/17/22 12:46,0,50.27.27.102,100,292,1,11/17/22 12:46,R_3qW2YeI7oeVyFmc,,,,,33.5119,-101.9316,anonymous,EN,1,5d3a56d392b46b001542e57d,4,1,1,,,2,4,,,2,2 allows for some human error to be corrected while still giving the driver control,40,30,2,,3,,26,4,,1,10,,FL_53
11/17/22 12:44,11/17/22 12:47,0,12.237.119.4,100,161,1,11/17/22 12:47,R_1CJjQNxSznajCuk,,,,,30.4594,-87.2075,anonymous,EN,1,5d8e1f47fc29cb001aeda6ea,4,1,1,,,2,4,,,4,"An extra ""set of eyes"" would always be helpful when driving to stay safe. Accelerating, Decelerating and steering are simply useful things to have.",38,78,1,,3,,23,4,,1,71,,FL_53
11/17/22 12:40,11/17/22 12:47,0,45.22.37.239,100,392,1,11/17/22 12:47,R_25NG2YS4BFu1pax,,,,,41.6062,-87.2593,anonymous,EN,1,6334914a8af2a499b41b02ed,4,1,1,1,I trust my driving over a computer ,2,4,94,0,,,,,1,,3,,44,3,,1,8,,FL_51
11/17/22 12:45,11/17/22 12:47,0,174.205.36.23,100,144,1,11/17/22 12:47,R_2qpDC8SYcM2sylj,,,,,33.4475,-112.0866,anonymous,EN,1,5d61a3a5f923dd0001d0370f,4,1,1,4,It looks like a safe option ,2,4,89,80,,,,,2,,4,,45,4,,1,10,,FL_51
11/17/22 12:45,11/17/22 12:47,0,71.60.39.29,100,151,1,11/17/22 12:47,R_2E9OXh61rfG0POh,,,,,40.4324,-79.9247,anonymous,EN,1,6150c121d880e0e4a582a701,4,1,1,,,2,4,,,6,It is the future ,20,32,2,,3,,43,4,,1,52,,FL_53
11/17/22 12:44,11/17/22 12:47,0,45.19.120.160,100,190,1,11/17/22 12:47,R_3Gj0ifVs85tOh3W,,,,,39.1918,-96.5818,anonymous,EN,1,62ffb36147e8cb67b697e5dd,4,2,1,5,just in case of unforeseen circumstances I would like to be able to override the Auto system,2,4,19,80,,,,,1,,3,,34,1,,1,19,,FL_51
11/17/22 12:41,11/17/22 12:47,0,166.196.82.115,100,403,1,11/17/22 12:47,R_3ewqKpZRSy3D2OS,,,,,28.6344,-81.6221,anonymous,EN,1,62676456c3035c8461935d31,4,2,1,,,3,4,,,6,We are all fools on the road. Everyone has some place to be and everyone else has no place to be so in the middle is where impatience and “road rage” lies.,0,100,2,,3,,45,7,,1,51,,FL_53
11/17/22 12:45,11/17/22 12:47,0,192.249.3.175,100,164,1,11/17/22 12:47,R_27rucEQaOi6C42e,,,,,35.9539,-83.9357,anonymous,EN,1,5e934e4b3fb42b03f71a1d7f,4,1,1,,,2,4,,,2,"I think humans should still be mainly in control, but it can be helpful to have a machine do some of the work as long as you have a say too.",55,45,2,,5,,19,1,,1,50,,FL_53
11/17/22 12:44,11/17/22 12:47,0,98.29.33.56,100,180,1,11/17/22 12:47,R_2VPz43Wb6Eq0Zoy,,,,,39.5627,-84.2224,anonymous,EN,1,60bae1ebe45be85442acce84,4,1,1,1,The technology is not yet at a point where it would be safe at the level described in the short article I was previously presented with.,2,4,50,40,,,,,4,non-binary,3,,27,3,,2,35,,FL_51
11/17/22 12:38,11/17/22 12:47,0,68.50.2.5,100,541,1,11/17/22 12:47,R_24eJbzhcqm7o5w8,,,,,39.1397,-86.5141,anonymous,EN,1,5f3c47f3fe4490aa1a914ac4,4,1,1,,,2,4,,,5,"Considering that the automated driving system has been tested and isn't full of bugs, I think it'd be safest if the car controlled most of the driving. But I also think it's important that people can still have a little control to make corrections if necessary.",38,57,2,,3,,31,4,,1,48,,FL_53
11/17/22 12:42,11/17/22 12:47,0,70.230.110.159,100,312,1,11/17/22 12:47,R_2YG8mXSDDJVVT0F,,,,,31.7899,-106.3658,anonymous,EN,1,62d4abc05c64e581f78b1ade,4,1,1,,,2,4,,,4,I chose 4 because it is not all control of the vehicle and it is not all control of the human. It is fair and gives the person a choice.,80,30,1,,4,,22,1,,2,30,,FL_53
11/17/22 12:42,11/17/22 12:48,0,73.167.114.76,100,311,1,11/17/22 12:48,R_3DvCZJ6ltdxBqu3,,,,,43.5728,-71.4787,anonymous,EN,1,5c03fc30c776820001bdadb3,4,1,1,,,2,4,,,4,I think it’s a nice split of human and AI control,39,59,2,,2,,37,4,,1,64,,FL_53
11/17/22 12:44,11/17/22 12:48,0,72.70.96.148,100,265,1,11/17/22 12:48,R_3qQGT7UcO0cWVko,,,,,42.5334,-70.9653,anonymous,EN,1,5c92870723bd7e001870138e,4,1,1,,,2,4,,,5,want override ability,7,87,1,,3,,77,4,,1,61,,FL_53
11/17/22 12:46,11/17/22 12:48,0,96.18.175.30,100,148,1,11/17/22 12:48,R_29te1eUFDbhpPJn,,,,,43.5345,-115.9711,anonymous,EN,1,5acb88eb5cd1050001627d9e,4,1,1,,,2,4,,,5,The human has some control but still has the saftey of the machine.,13,90,1,,3,,28,1,,1,75,,FL_53
11/17/22 12:46,11/17/22 12:48,0,24.151.197.236,100,109,1,11/17/22 12:48,R_AGvGtn5h7pBFrot,,,,,34.7828,-84.9332,anonymous,EN,1,5484821efdf99b07b28f2300,4,1,1,4,because it seems like a good balance of human and machine,2,4,90,88,,,,,2,,3,,38,4,,1,61,,FL_51
11/17/22 12:42,11/17/22 12:48,0,73.236.166.76,100,388,1,11/17/22 12:48,R_BVPUHnZ7ni4m7sd,,,,,40.0778,-80.9788,anonymous,EN,1,5f121a8ff52a7a000a65a6ad,4,1,1,6,j love it,2,1,35,98,,,,,1,,1,,41,1,,2,1,,FL_51
11/17/22 12:44,11/17/22 12:48,0,168.103.129.2,100,285,1,11/17/22 12:48,R_ZkFsIVzbD7weXaV,,,,,43.6138,-116.3972,anonymous,EN,1,610c56ddc029efbacb229c71,4,1,1,,,2,1,,,4,I think the sled driving features assist and are amazing but I do still believe that a human must assist and make some decisions to make it the most effective ,40,55,2,,3,,55,1,,1,38,,FL_53
11/17/22 12:43,11/17/22 12:48,0,216.238.177.16,100,323,1,11/17/22 12:48,R_3hGaF72HVxD5oI9,,,,,41.3569,-85.0497,anonymous,EN,1,5d5b4ffc1a12e70018ca1268,4,1,1,,,2,4,,,1,machines fai;l,74,23,2,,3,,39,3,,1,27,,FL_53
11/17/22 12:45,11/17/22 12:48,0,98.186.39.170,100,227,1,11/17/22 12:48,R_PSQCJWN410A6lod,,,,,37.8569,-97.2598,anonymous,EN,1,611e50becd70dcd442923506,4,1,1,1,I chose this level because I would like to make sure that I have full control. Machine systems can fail just as well as humans can fail but you can more easily know what went wrong if it was human error.,2,4,70,20,,,,,1,,3,,35,1,,1,0,,FL_51
11/17/22 12:42,11/17/22 12:49,0,172.58.227.152,100,370,1,11/17/22 12:49,R_2f3fh2B8P2qQVSe,,,,,40.7465,-73.909,anonymous,EN,1,60fccf17520f3c1b50feba47,4,1,1,4,I think humans should still have the ability to drive freely but In times where the driver is driving irresponsibly it would be good for the car to take control how fast they are going and breaking.   ,2,4,55,53,,,,,2,,4,,22,4,,1,28,,FL_51
11/17/22 12:45,11/17/22 12:49,0,66.68.72.63,100,218,1,11/17/22 12:49,R_1lcVCqTgAz5ZUUm,,,,,28.0314,-97.067,anonymous,EN,1,6124295c66199c72ceaa9f67,4,1,1,,,2,4,,,6,Because it will be the safest vehicle.,12,83,2,,3,,51,1,,1,67,,FL_53
11/17/22 12:41,11/17/22 12:49,0,71.121.129.173,100,483,1,11/17/22 12:49,R_1EcbYse9bk8FFea,,,,,39.3361,-76.5389,anonymous,EN,1,5d072cb1ffd6f0000150a7a3,4,1,1,6,maximum benefit for same price,2,4,50,50,,,,,2,,3,,57,4,,1,10,,FL_51
11/17/22 12:47,11/17/22 12:49,0,174.232.188.7,100,139,1,11/17/22 12:49,R_33gtPR8xC46nekc,,,,,29.6471,-95.4871,anonymous,EN,1,610d7c6a95a9ebcd19ba63ab,4,1,1,,,3,4,,,2,Because people still need to pay attention when something is automated,50,52,2,,3,,50,4,,1,38,,FL_53
11/17/22 12:45,11/17/22 12:49,0,199.255.69.217,100,212,1,11/17/22 12:49,R_3ndbn70F7jmBwKk,,,,,36.6739,-88.4254,anonymous,EN,1,611195657110219178aa70e1,4,1,1,,,2,4,,,5,I guess in dynamic driving the driving system will hopefully be the safer choice and they still have a small bit of control.,35,75,1,,3,,30,4,,1,35,,FL_53
11/17/22 12:47,11/17/22 12:50,0,172.88.77.116,100,151,1,11/17/22 12:50,R_XHXcMvrbIYCeppv,,,,,32.9661,-117.1202,anonymous,EN,1,5c5ff8e28da44c00015c8204,4,1,1,5,I think Self-Driving Cars are more safe but I think there should still be some human control just in case,2,4,86,66,,,,,1,,2,,24,4,,1,76,,FL_51
11/17/22 12:45,11/17/22 12:50,0,47.33.196.30,100,299,1,11/17/22 12:50,R_ba2P0YptrZOBH0Z,,,,,43.6055,-84.7796,anonymous,EN,1,60ee29a0f2895a811be852c3,4,2,1,,,2,1,,,4,"Hard to tell with technology based engineering with the ""futuristic"" sidecof automobiles and transportation. Automatic vehicles and ""human"" artificial intelligence... Unless we are speaking upon non bioengineering? My apologies I understand I was only clear to type one sentence but I thought two would be more informative. ",50,50,1,,3,,31,1,,2,25,,FL_53
11/17/22 12:46,11/17/22 12:50,0,69.206.98.222,100,249,1,11/17/22 12:50,R_3fH7DWLqr4THN6D,,,,,41.534,-74.0492,anonymous,EN,1,616d0c1b16a0437469b6cd74,4,1,1,,,2,4,,,6,If it’s more safer for the car to drive itself I say take humans out of the situation an let the car do it’s thing.,53,85,2,,1,,33,3,,1,44,,FL_53
11/17/22 12:48,11/17/22 12:50,0,108.21.253.100,100,153,1,11/17/22 12:50,R_1juAPrS0jiMeyyd,,,,,40.7099,-73.9591,anonymous,EN,1,6319450b7a1d203beb9fac1c,4,1,1,5,Mostly automated driving with some human intervention,2,4,55,35,,,,,1,,3,,34,4,,1,70,,FL_51
11/17/22 12:45,11/17/22 12:50,0,72.69.139.181,100,295,1,11/17/22 12:50,R_1gU5q9fCutMvses,,,,,40.7051,-73.243,anonymous,EN,1,5e9746fb1eed951eed404015,4,1,1,1,I chose this level because I prefer human driven vehicles,2,4,90,3,,,,,2,,6,other,30,4,,1,50,,FL_51
11/17/22 12:47,11/17/22 12:51,0,47.39.154.122,100,206,1,11/17/22 12:51,R_UGyrAvTwGXUJrod,,,,,33.9332,-83.3536,anonymous,EN,1,5dd32432e0b21b3472c20ebe,4,1,1,2,I would still need to maintain the majority of the control in operating the vehicle because I'm still a bit skeptical of the technology.,2,4,64,9,,,,,2,,1,,44,5,,1,9,,FL_51
11/17/22 12:43,11/17/22 12:51,0,108.26.168.218,100,437,1,11/17/22 12:51,R_Wwh19ZYSfT1ycuJ,,,,,42.5639,-70.9463,anonymous,EN,1,5c6dcac242fe6b0001908ed9,4,1,1,4,Because it meets a happy middle where you share the level of automation with the human driver 50/50,2,4,15,85,,,,,1,,3,,39,1,,1,50,,FL_51
11/17/22 12:46,11/17/22 12:51,0,67.180.52.8,100,297,1,11/17/22 12:51,R_3hoRtmM9sen1JvU,,,,,37.4025,-121.866,anonymous,EN,1,5f02cea120393a16d40a9594,4,1,1,,,2,4,,,5,"I think its still important for humans to pay attention to the road, so I chose the level right before fully autonomous.",40,28,1,,2,,29,4,,1,58,,FL_53
11/17/22 12:44,11/17/22 12:51,0,97.126.39.35,100,397,1,11/17/22 12:51,R_1JOVucg22Uk1B5s,,,,,47.4902,-122.3004,anonymous,EN,1,57a761c22fc0d400012c9656,4,1,1,5,It seems the right level of automation while still giving some control.,2,4,27,50,,,,,1,,3,,40,1,,1,18,,FL_51
11/17/22 12:47,11/17/22 12:51,0,72.135.211.169,100,271,1,11/17/22 12:51,R_2UhfwGpo7DB7Dju,,,,,43.2189,-88.1165,anonymous,EN,1,5f4f1795c7230316afc2b88a,4,1,1,4,I would still like to maintain some control of my vehicle. ,2,4,50,50,,,,,2,,3,,35,3,,1,53,,FL_51
11/17/22 12:47,11/17/22 12:52,0,71.191.132.29,100,285,1,11/17/22 12:52,R_W0U7JCwUJhjokrn,,,,,39.0397,-77.1918,anonymous,EN,1,63650ef1c5efb26aa98d4185,4,1,1,6,I want to purchase automatic car driving system is the prices for all types are the same,2,4,50,60,,,,,2,,2,,33,4,,1,24,,FL_51
11/17/22 12:46,11/17/22 12:52,0,68.15.189.82,100,366,1,11/17/22 12:52,R_3Rav4c72LG4SEYZ,,,,,33.6861,-112.0007,anonymous,EN,1,62e1bf9ce3a9718e9ddc9a66,4,1,1,2,"Machines are made by humans, and are just as falible, having acceloration & system being able to be controll by both human and AI, and not just one in peticular, means there is a smaller chance of error.",2,4,40,40,,,,,1,,3,,19,1,,2,58,,FL_51
11/17/22 12:49,11/17/22 12:52,0,47.151.12.198,100,177,1,11/17/22 12:52,R_1gtL91RtcdHMZHf,,,,,33.7518,-117.9932,anonymous,EN,1,5928b05e590f0b000126edb8,4,1,1,,,2,4,,,6,This is the safest level where autonomous driving is at its best.,15,80,1,,2,,25,1,,2,10,,FL_53
11/17/22 12:47,11/17/22 12:52,0,173.70.46.16,100,317,1,11/17/22 12:52,R_yjRn2f7EtN7nnhL,,,,,40.8565,-74.1231,anonymous,EN,1,62c788d0cd6dc75c2c3a8fc7,4,2,1,,,2,4,,,4,I'd like to be in control of dynamic driving of the car.,30,71,1,,3,,73,5,,1,51,,FL_53
11/17/22 12:47,11/17/22 12:52,0,107.77.194.145,100,298,1,11/17/22 12:52,R_ptRv9FHkSlKm7T3,,,,,39.9587,-82.9987,anonymous,EN,1,60304f7d4403b3ea77288c65,4,1,1,,,2,4,,,4,I think this would be the level I'd be comfortable driving with and would make me more comfortable if others were driving this type also.,45,60,2,,3,,28,4,,1,30,,FL_53
11/17/22 12:48,11/17/22 12:52,0,73.166.191.197,100,262,1,11/17/22 12:52,R_2E79C83tOhjrDGi,,,,,29.8678,-95.8298,anonymous,EN,1,633c9442344cbeda070ca352,4,1,1,,,2,4,,,4,I feel like people need to have some type of involvement in order to stay alert. ,42,62,2,,3,,60,2,,1,26,,FL_53
11/17/22 12:48,11/17/22 12:53,0,65.31.52.162,100,273,1,11/17/22 12:53,R_1jPOBy1Prl5dHP8,,,,,40.1589,-81.549,anonymous,EN,1,628f0d7e3055b5d1887916c5,4,1,1,,,2,4,,,6,It is the safest option.,10,75,1,,3,,30,3,,1,65,,FL_53
11/17/22 12:48,11/17/22 12:53,0,76.187.167.223,100,278,1,11/17/22 12:53,R_1OJnKTwhVvUj9Wy,,,,,32.9103,-96.7283,anonymous,EN,1,5cd068a83b44a700164e9933,4,1,1,4,"I don't really trust automation in terms of dynamic driving, generally.  ",2,4,40,57,,,,,2,,3,,42,5,,1,27,,FL_51
11/17/22 12:47,11/17/22 12:53,0,76.217.35.170,100,371,1,11/17/22 12:53,R_2xQnuwng4Nbkbm5,,,,,35.4971,-97.733,anonymous,EN,1,5f5a0f0a612008057e58d281,4,1,1,,,2,4,,,6,I could be safer on the road if everyone drove a machine-driven car.,5,95,2,,3,,66,3,,1,65,,FL_53
11/17/22 12:48,11/17/22 12:55,0,108.95.110.137,100,428,1,11/17/22 12:55,R_3fwO3JURy1ogi5n,,,,,25.7381,-80.312,anonymous,EN,1,5eb99edb442a490b4b80495c,4,1,1,4,controls should be there at human for basic dynamic driving since we cant trust the machine at all times..,2,4,53,53,,,,,2,,2,,38,4,,2,63,,FL_51
11/17/22 12:50,11/17/22 12:56,0,71.58.203.4,100,355,1,11/17/22 12:56,R_22yrb0AZSDGw4wv,,,,,39.9517,-76.7064,anonymous,EN,1,5e31c4596ef37a1ab34f4454,4,1,1,,,2,4,,,2,"Automated driving systems will eventually be better than human drivers but the tech isn't there yet and until it is, humans should have the most control with some automated assistance. ",80,10,2,,3,,51,4,,1,55,,FL_53
11/17/22 12:48,11/17/22 12:57,0,67.169.98.26,100,502,1,11/17/22 12:57,R_25s9aaIdnsmITpC,,,,,38.1043,-122.2442,anonymous,EN,1,616b5241d8eb9504f10a5cb2,4,1,1,4,I would like to be able to regain some form of control over the vehicle instead of it being completely autonomous ,2,4,71,0,,,,,2,,3,,57,1,,1,40,,FL_51
11/17/22 12:52,11/17/22 13:10,0,96.33.13.178,100,1092,1,11/17/22 13:10,R_2SIuTXhizTmRJ0W,,,,,36.334,-82.3439,anonymous,EN,1,5d377c902c4f810001ebc27a,4,1,1,4,I would like to have some control over the car until I get used to it but I am not opposed to a fully self driving vehicle. ,2,4,50,50,,,,,2,,3,,24,4,,1,34,,FL_51
11/17/22 12:50,11/17/22 13:11,0,50.1.125.171,100,1231,1,11/17/22 13:11,R_ZHKHmIYab2rUiQN,,,,,37.7771,-122.406,anonymous,EN,1,5f31c74722eeb30e81d1ef3e,4,1,1,,,2,4,,,4,Having an equal balance of a machine driving and human driving doesn't take away our control to drive and it still lets the machine handle other parts of driving which are typically the human's weaknesses.,15,92,2,,2,,34,5,,1,75,,FL_53
11/20/22 21:50,11/20/22 21:52,0,104.33.234.210,100,128,1,11/20/22 21:52,R_3lxkIYKw33NXz6n,,,,,34.1649,-119.172,anonymous,EN,1,5aeab6e39e185a0001b9e272,4,2,1,,,2,1,,,5,It felt like it would be safest but take out any slight risk,51,20,2,,3,,31,3,,2,63,,FL_53
11/20/22 21:50,11/20/22 21:53,0,98.242.33.146,100,183,1,11/20/22 21:53,R_1IiazK9l8Eva5pP,,,,,38.6841,-121.0676,anonymous,EN,1,6151517926ff8f856c7bc8d4,4,1,1,4,Steering + Decelerating and Monitoring the environment are the main actions which can cause or prevent accidents; allowing the vehicle control over these is plenty sufficient to drastically increase safety while still having some personal control over the vehicle.,2,4,41,66,,,,,1,,3,,22,3,,1,64,,FL_51
11/20/22 21:50,11/20/22 21:53,0,209.124.240.206,100,177,1,11/20/22 21:53,R_30e1TKSerrju8lI,,,,,30.2459,-90.9158,anonymous,EN,1,6043ef9ee191eb4333572a0d,4,1,1,,,2,4,,,5,"I know that self-driving cars are safer, but I am still apprehensive about completely lacking control of the car.",1,99,2,,4,,20,3,,2,10,,FL_53
11/20/22 21:50,11/20/22 21:53,0,162.230.218.9,100,205,1,11/20/22 21:53,R_40cI5TQXmHSoich,,,,,38.7883,-121.2366,anonymous,EN,1,5dedf76558776a4a4a845c68,4,2,1,1,I do not trust driverless AI cars period.,2,4,93,0,,,,,1,,3,,50,3,,1,23,,FL_51
11/20/22 21:50,11/20/22 21:54,0,70.190.116.250,100,188,1,11/20/22 21:54,R_2Sk52gMys2fGmaM,,,,,33.6194,-111.9556,anonymous,EN,1,60d4ecd22def4bbd52671db2,4,1,1,4,I still want some human component in the self driving car to allow some self autonomy.,2,4,66,62,,,,,2,,2,,51,4,,1,31,,FL_51
11/20/22 21:50,11/20/22 21:54,0,71.8.103.47,100,224,1,11/20/22 21:54,R_2TEMKdgRAPvvf5t,,,,,30.2686,-89.729,anonymous,EN,1,56c3072fc51218000c97bf1d,4,1,1,,,2,4,,,6,I fully believe that self driving cars will ultimately prove to be much safer.,5,95,1,,3,,47,3,,1,70,,FL_53
